id,budget,algorithm,im,avgDist,optTime,execTime
4-16.json,2000,TAP,150.95004379265401,0.4420289855072467,59,1807
4-16.json,3000,NAIVE,41.2738365280623,0.10869565217391308,9,47
4-16.json,3000,TAP,198.69954567876533,0.6111111111111115,59,1594
4-16.json,4000,NAIVE,61.97878630423215,0.15700483091787465,5,71
4-16.json,4000,TAP,198.69954567876533,0.6207729468599034,76,168
4-16.json,5000,NAIVE,75.7580960815996,0.1811594202898552,2,36
4-16.json,5000,TAP,198.69954567876533,0.5797101449275366,49,124
4-16.json,6000,NAIVE,89.46678270146661,0.2608695652173916,3,49
4-16.json,6000,TAP,198.69954567876533,0.6256038647343,51,123
4-16.json,7000,NAIVE,103.22347535979247,0.2995169082125606,4,58
4-16.json,7000,TAP,198.69954567876533,0.6038647342995173,56,136
4-16.json,8000,NAIVE,116.93414541657336,0.33816425120772964,7,63
4-16.json,8000,TAP,198.69954567876533,0.6256038647342999,52,129
4-16.json,9000,NAIVE,137.5008798213253,0.3961352657004833,5,68
4-16.json,9000,TAP,198.69954567876533,0.6086956521739134,47,128
4-16.json,10000,NAIVE,151.23086369424124,0.458937198067633,5,74
4-16.json,10000,TAP,198.69954567876533,0.594202898550725,47,128
4-17.json,1000,NAIVE,20.435763541667406,0.021739130434782594,1,9
4-17.json,1000,TAP,197.37386407500412,0.6256038647342999,38,232
4-17.json,2000,NAIVE,34.08555921888088,0.07004830917874416,2,22
4-17.json,2000,TAP,197.37386407500412,0.6183574879227056,38,210
4-17.json,3000,NAIVE,47.78142747819284,0.1256038647342994,2,27
4-17.json,3000,TAP,197.37386407500412,0.6280193236714978,49,145
4-17.json,4000,NAIVE,68.32729546191135,0.1932367149758457,3,42
4-17.json,4000,TAP,197.37386407500412,0.6280193236714983,63,132
4-17.json,5000,NAIVE,82.0005507109779,0.18840579710144956,4,43
4-17.json,5000,TAP,197.37386407500412,0.5990338164251211,56,117
4-17.json,6000,NAIVE,95.62392394495762,0.22705314009661848,3,41
4-17.json,6000,TAP,197.37386407500412,0.6038647342995173,57,113
4-17.json,7000,NAIVE,109.2799997534302,0.24637681159420322,4,50
4-17.json,7000,TAP,197.37386407500412,0.6086956521739135,61,112
4-17.json,8000,NAIVE,122.89505872837462,0.29710144927536275,4,48
4-17.json,8000,TAP,197.37386407500412,0.6135265700483095,49,96
4-17.json,9000,NAIVE,136.50822419089135,0.3647342995169086,5,52
4-17.json,9000,TAP,197.37386407500412,0.623188405797102,54,103
4-17.json,10000,NAIVE,150.1330141263709,0.4420289855072469,5,79
4-17.json,10000,TAP,197.37386407500412,0.6086956521739135,45,100
4-18.json,1000,NAIVE,40.56052625328669,0.12318840579710144,2,20
4-18.json,1000,TAP,196.02783305297635,0.6376811594202904,33,109
4-18.json,2000,NAIVE,67.75770172718464,0.17391304347826086,2,27
4-18.json,2000,TAP,196.02783305297635,0.6425120772946862,42,72
4-18.json,3000,NAIVE,94.83148752652266,0.26328502415458943,3,29
4-18.json,3000,TAP,196.02783305297635,0.6376811594202902,45,68
4-18.json,4000,NAIVE,115.20207779634282,0.3429951690821259,4,34
4-18.json,4000,TAP,196.02783305297635,0.6425120772946863,50,66
4-18.json,5000,NAIVE,142.25684322655863,0.4178743961352658,5,42
4-18.json,5000,TAP,196.02783305297635,0.5942028985507248,43,62
4-18.json,6000,NAIVE,142.25684322655863,0.4057971014492755,5,50
4-18.json,6000,TAP,196.02783305297635,0.6352657004830922,42,65
4-18.json,7000,NAIVE,142.25684322655863,0.41062801932367177,5,41
4-18.json,7000,TAP,196.02783305297635,0.628019323671498,40,68
4-18.json,8000,NAIVE,142.25684322655863,0.4251207729468599,5,44
4-18.json,8000,TAP,196.02783305297635,0.6473429951690824,36,63
4-18.json,9000,NAIVE,142.25684322655863,0.4057971014492756,5,43
4-18.json,9000,TAP,196.02783305297635,0.6304347826086961,38,65
4-18.json,10000,NAIVE,142.25684322655863,0.3961352657004834,5,42
4-18.json,10000,TAP,196.02783305297635,0.5990338164251211,36,68
4-19.json,1000,NAIVE,40.80112476501483,0.10386473429951693,1,19
4-19.json,1000,TAP,197.57037464570507,0.6328502415458939,34,110
4-19.json,2000,NAIVE,61.39820602743759,0.1714975845410629,2,24
4-19.json,2000,TAP,197.57037464570507,0.599033816425121,41,75
4-19.json,3000,NAIVE,88.76998595197098,0.2560386473429952,3,37
4-19.json,3000,TAP,197.57037464570507,0.6256038647342997,50,69
4-19.json,4000,NAIVE,116.06808063267344,0.3429951690821259,4,39
4-19.json,4000,TAP,197.57037464570507,0.6256038647342997,52,68
4-19.json,5000,NAIVE,143.35243658847813,0.4251207729468598,5,47
4-19.json,5000,TAP,197.57037464570507,0.6038647342995169,47,63
4-19.json,6000,NAIVE,170.58579932132432,0.5217391304347828,6,54
4-19.json,6000,TAP,197.57037464570507,0.6231884057971019,44,65
4-19.json,7000,NAIVE,170.58579932132432,0.5338164251207731,6,60
4-19.json,7000,TAP,197.57037464570507,0.6183574879227053,37,63
4-19.json,8000,NAIVE,170.58579932132432,0.5483091787439617,6,55
4-19.json,8000,TAP,197.57037464570507,0.6256038647342996,36,63
4-19.json,9000,NAIVE,170.58579932132432,0.5507246376811596,6,56
4-19.json,9000,TAP,197.57037464570507,0.6256038647342996,51,66
4-19.json,10000,NAIVE,170.58579932132432,0.5386473429951693,6,54
4-19.json,10000,TAP,197.57037464570507,0.6231884057971018,38,65
5-21.json,1000,NAIVE,51.44819470576341,0.11956521739130432,3,1505
5-21.json,1000,TAP,102.89289919753739,0.2439613526570048,70,821
5-21.json,2000,NAIVE,88.29808365902254,0.21256038647342979,15,119
5-21.json,2000,TAP,183.74422074455822,0.4710144927536234,93,1805
5-21.json,3000,NAIVE,117.68993408561506,0.2971014492753622,17,115
5-21.json,3000,TAP,220.36793634091833,0.599033816425121,117,2642
5-21.json,4000,NAIVE,147.1335200567873,0.38647342995169065,19,122
5-21.json,4000,TAP,234.9282225129537,0.6811594202898554,83,710
5-21.json,5000,NAIVE,176.4826986427129,0.47946859903381656,12,119
5-21.json,5000,TAP,234.9282225129537,0.6787439613526572,63,225
5-21.json,6000,NAIVE,191.16677923945258,0.5314009661835752,7,178
5-21.json,6000,TAP,234.9282225129537,0.678743961352657,54,212
5-21.json,7000,NAIVE,191.16677923945258,0.49758454106280214,7,178
5-21.json,7000,TAP,234.9282225129537,0.6557971014492755,52,228
5-21.json,8000,NAIVE,191.16677923945258,0.5144927536231887,7,175
5-21.json,8000,TAP,234.9282225129537,0.6847826086956522,50,213
5-21.json,9000,NAIVE,191.16677923945258,0.5289855072463769,7,178
5-21.json,9000,TAP,234.9282225129537,0.6932367149758457,61,224
5-21.json,10000,NAIVE,191.16677923945258,0.5132850241545897,8,180
5-21.json,10000,TAP,234.9282225129537,0.667874396135266,50,222
5-24.json,1000,NAIVE,40.7350481694115,0.10869565217391308,2,525
5-24.json,1000,TAP,95.36298425973504,0.2463768115942031,75,732
5-24.json,2000,NAIVE,68.1192999127244,0.2028985507246378,12,79
5-24.json,2000,TAP,183.7951716637027,0.5386473429951693,124,1613
5-24.json,3000,NAIVE,95.36067785881446,0.22946859903381667,15,56
5-24.json,3000,TAP,197.27272757540183,0.6207729468599037,66,388
5-24.json,4000,NAIVE,115.85026670612574,0.35024154589372003,16,54
5-24.json,4000,TAP,197.27272757540183,0.6449275362318844,55,73
5-24.json,5000,NAIVE,143.13095383031592,0.43719806763285063,6,46
5-24.json,5000,TAP,197.27272757540183,0.63768115942029,45,73
5-24.json,6000,NAIVE,163.52730672325671,0.4685990338164253,6,70
5-24.json,6000,TAP,197.27272757540183,0.6086956521739134,42,75
5-24.json,7000,NAIVE,163.52730672325671,0.5144927536231888,6,60
5-24.json,7000,TAP,197.27272757540183,0.6207729468599037,40,75
5-24.json,8000,NAIVE,163.52730672325671,0.43478260869565266,6,67
5-24.json,8000,TAP,197.27272757540183,0.5966183574879229,39,72
5-24.json,9000,NAIVE,163.52730672325671,0.48550724637681175,6,62
5-24.json,9000,TAP,197.27272757540183,0.6231884057971016,49,74
5-24.json,10000,NAIVE,163.52730672325671,0.4927536231884062,6,60
5-24.json,10000,TAP,197.27272757540183,0.6038647342995173,40,75
5-25.json,1000,NAIVE,43.975323129387284,0.10144927536231885,2,563
5-25.json,1000,TAP,117.61979078909422,0.311594202898551,99,727
5-25.json,2000,NAIVE,80.89560314509778,0.19806763285024165,5,50
5-25.json,2000,TAP,212.905414961711,0.6376811594202901,117,1217
