id,budget,algorithm,im,avgDist,optTime,execTime,candidates,nbExecuted
4-19.json,1500,TAP,197.57037464570507,0.6086956521739133,47,69,29,29
4-19.json,2000,NAIVE,163.9241828917914,0.46859903381642554,6,52,29,24
4-19.json,2000,TAP,197.57037464570507,0.6231884057971018,42,67,29,29
4-19.json,2500,NAIVE,163.9241828917914,0.528985507246377,7,57,29,24
4-19.json,2500,TAP,197.57037464570507,0.599033816425121,41,69,29,29
4-19.json,3000,NAIVE,163.9241828917914,0.5072463768115941,7,65,29,24
4-19.json,3000,TAP,197.57037464570507,0.5990338164251209,44,67,29,29
4-19.json,4000,NAIVE,163.9241828917914,0.47826086956521763,6,59,29,24
4-19.json,4000,TAP,197.57037464570507,0.606280193236715,38,65,29,29
4-19.json,5000,NAIVE,163.9241828917914,0.5289855072463769,6,52,29,24
4-19.json,5000,TAP,197.57037464570507,0.6086956521739134,40,68,29,29
5-21.json,500,NAIVE,29.416820043854607,0.07608695652173914,2,1657,32,4
5-21.json,500,TAP,44.128690769192296,0.10869565217391297,32,815,32,6
5-21.json,1000,NAIVE,66.1548559473188,0.16666666666666674,3,415,32,9
5-21.json,1000,TAP,66.36123130036749,0.19082125603864752,33,892,32,9
5-21.json,1500,NAIVE,102.94817956160738,0.27657004830917875,5,732,32,14
5-21.json,1500,TAP,139.91495427131676,0.41908212560386493,72,1420,32,19
5-21.json,2000,NAIVE,132.4264767666623,0.34541062801932376,5,142,32,18
5-21.json,2000,TAP,234.9282225129537,0.6908212560386474,94,1718,32,32
5-21.json,2500,NAIVE,169.2449863655573,0.47342995169082147,16,202,32,23
5-21.json,2500,TAP,234.9282225129537,0.6739130434782613,65,214,32,32
5-21.json,3000,NAIVE,183.93284025253433,0.48792270531400983,7,178,32,25
5-21.json,3000,TAP,234.9282225129537,0.6666666666666669,64,216,32,32
5-21.json,4000,NAIVE,183.93284025253433,0.5048309178743962,7,188,32,25
5-21.json,4000,TAP,234.9282225129537,0.6545893719806763,53,227,32,32
5-21.json,5000,NAIVE,183.93284025253433,0.46859903381642554,7,189,32,25
5-21.json,5000,TAP,234.9282225129537,0.671497584541063,57,242,32,32
5-24.json,500,NAIVE,34.037641221393905,0.08695652173913049,2,824,29,5
5-24.json,500,TAP,54.54723043626695,0.15700483091787454,47,423,29,8
5-24.json,1000,NAIVE,74.95736247255637,0.22222222222222243,15,447,29,11
5-24.json,1000,TAP,109.20593255349185,0.345410628019324,81,955,29,16
5-24.json,1500,NAIVE,109.08749589179122,0.31642512077294715,21,275,29,16
5-24.json,1500,TAP,197.27272757540183,0.6352657004830919,117,699,29,29
5-24.json,2000,NAIVE,150.02575430164453,0.45410628019323696,18,71,29,22
5-24.json,2000,TAP,197.27272757540183,0.6425120772946862,46,71,29,29
5-24.json,2500,NAIVE,156.8410360857728,0.46376811594202916,7,64,29,23
5-24.json,2500,TAP,197.27272757540183,0.6231884057971019,38,70,29,29
5-24.json,3000,NAIVE,156.8410360857728,0.42028985507246397,6,61,29,23
5-24.json,3000,TAP,197.27272757540183,0.6352657004830919,39,73,29,29
5-24.json,4000,NAIVE,156.8410360857728,0.4299516908212563,6,59,29,23
5-24.json,4000,TAP,197.27272757540183,0.6376811594202901,45,73,29,29
5-24.json,5000,NAIVE,156.8410360857728,0.47826086956521763,6,78,29,23
5-24.json,5000,TAP,197.27272757540183,0.6231884057971017,48,84,29,29
5-25.json,500,NAIVE,29.349567525654912,0.07971014492753625,2,480,29,4
5-25.json,500,TAP,58.60137831752408,0.17391304347826098,47,394,29,8
5-25.json,1000,NAIVE,66.14361244968573,0.19565217391304357,7,293,29,9
5-25.json,1000,TAP,132.4694909858379,0.35748792270531415,105,869,29,18
5-25.json,1500,NAIVE,95.6294783730154,0.2801932367149761,14,99,29,13
5-25.json,1500,TAP,212.905414961711,0.6086956521739135,110,670,29,29
5-25.json,2000,NAIVE,132.49095270216253,0.3405797101449278,17,100,29,18
5-25.json,2000,TAP,212.905414961711,0.6086956521739133,60,107,29,29
5-25.json,2500,NAIVE,161.85758389460742,0.47342995169082147,6,82,29,22
5-25.json,2500,TAP,212.905414961711,0.6352657004830919,47,89,29,29
5-25.json,3000,NAIVE,169.2109776469371,0.458937198067633,6,71,29,23
5-25.json,3000,TAP,212.905414961711,0.6183574879227057,41,85,29,29
5-25.json,4000,NAIVE,169.2109776469371,0.4830917874396137,6,70,29,23
5-25.json,4000,TAP,212.905414961711,0.6473429951690823,42,84,29,29
5-25.json,5000,NAIVE,169.2109776469371,0.4589371980676328,6,86,29,23
5-25.json,5000,TAP,212.905414961711,0.6497584541062804,50,103,29,29
